id,contract_nr,start_date,establishment_address_id,language_id,language,lang_short,establishment_name,GeenRefreshTrainingen,QGuardContractNummer,company_address,Landcode,Zipcode,lat,lon,refresh_hours,open_hours_not_linked_to_refresh,total_hours_to_perform,orig_consultant,lat_orig_consultant,lon_orig_consultant,coord,orig_distance,suggested_consultant_opt_1,suggested_consultant_lat_opt_1,suggested_consultant_lon_opt_1,distance_opt_1,suggested_consultant_opt_2,suggested_consultant_lat_opt_2,suggested_consultant_lon_opt_2,distance_opt_2
656,718,2016-03-15,900357,1,Nederlands,NL,Au Croquant Vlezenbeek,False,607.0,"Postweg 162, 1602 Sint-Pieters-Leeuw, België BE",BE,1602,50.8069219,4.2301668,6,0.0,6.0,,,,"(50.8069219, 4.2301668)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,66.54862431568458,Amelie Duquenoy,50.82891933697963,3.286472739602788,66.54862431568458
657,719,2016-03-15,900358,1,Nederlands,NL,Au Croquant St.-Genesius-Rode,False,608.0,"Fonteinstraat 33B, 1640 Sint-Genesius-Rode, België BE",BE,1640,50.7438029,4.3462001,6,0.0,6.0,,,,"(50.7438029, 4.3462001)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,75.32829707251778,KesselLo,50.887557225781265,4.745107232141418,32.34326178687621
658,720,2016-03-15,900359,1,Nederlands,NL,Au Croquant Laken,False,609.0,"De Wandstraat 275, 1020 Brussel, België BE",BE,1020,50.9010427,4.3607911,6,0.0,6.0,,,,"(50.9010427, 4.3607911)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,76.05701293198516,Sophie Van Damme,51.13190685784751,4.486214997289168,27.149505769605483
659,721,2016-03-15,900360,1,Nederlands,NL,Au Croquant Neder Over Heembeek,False,610.0,"Heembeeksestraat 193, 1120 Neder Over Heembeek, België BE",BE,1120,50.8917105,4.3820099,6,0.0,6.0,,,,"(50.8917105, 4.3820099)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,77.44976406192268,KesselLo,50.887557225781265,4.745107232141418,25.553162311327625
737,796,2016-03-24,900536,1,Nederlands,NL,Rusthuis Ter Linde,False,,"Gitsbergstraat 36, 8830 Hooglede, België BE",BE,8830,50.9946943,3.0982981,6,0.0,6.0,,,,"(50.9946943, 3.0982981)",,Céline Deleersnijder-Vanrobaeys,50.98840988955229,3.200717897282015,7.224842805364269,Céline Deleersnijder-Vanrobaeys,50.98840988955229,3.200717897282015,7.224842805364269
939,995,2021-10-18,1155955,1,Nederlands,NL,Slagerij Stier,False,913.0,"Alfred Algoetstraat 29, 1750 Lennik, België BE",BE,1750,50.8058695,4.157576,6,33.0,39.0,,,,"(50.8058695, 4.157576)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,61.44230840221663,Amelie Duquenoy,50.82891933697963,3.286472739602788,61.44230840221663
983,1039,2017-04-04,1156051,1,Nederlands,NL,Carrefour Market Opwijk,False,961.0,"Nieuwstraat 19, 1745 Opwijk, België BE",BE,1745,50.9690945,4.177549,6,0.0,6.0,,,,"(50.9690945, 4.177549)",,Amber Ameel,50.82985622734787,3.253740568438496,66.80917836570993,Sophie Van Damme,51.13190685784751,4.486214997289168,28.222981207788035
1055,1112,2017-06-14,1156184,1,Nederlands,NL,AZ Alma,False,,"Ringlaan 15, 9900 Eeklo, België BE",BE,9900,51.1908238,3.5328549,6,0.0,6.0,,,,"(51.1908238, 3.5328549)",,Laura Vancoppernolle,51.33651705578859,3.232179111327944,26.51744022892621,Laura Vancoppernolle,51.33651705578859,3.232179111327944,26.51744022892621
1068,1125,2019-02-26,1156170,1,Nederlands,NL,Otomat Heavenly Pizza Gent,False,1024.0,"Kleine Vismarkt 3, 9000 Gent, België BE",BE,9000,51.0563506,3.7216009,6,0.0,6.0,,,,"(51.0563506, 3.7216009)",,Amber Ameel,50.82985622734787,3.253740568438496,41.42647541837369,Jonas Snoeck,50.88621451431353,3.4145345242630243,28.695730979789417
1211,1268,2017-11-20,1156429,1,Nederlands,NL,OCMW Lokeren,False,,"Lepelstraat 4, 9160 Lokeren, België BE",BE,9160,51.1012384,3.9998472,6,0.0,6.0,,,,"(51.1012384, 3.9998472)",,Jonas Snoeck,50.88621451431353,3.4145345242630243,47.54829393152368,Jonas Snoeck,50.88621451431353,3.4145345242630243,47.54829393152368
1561,1618,2019-01-30,1178129,1,Nederlands,NL,Golden Vegas Quiévrain,False,1593.0,"Overbekeplein 14/1, 8500 Kortrijk, België BE",BE,8500,50.827758,3.2690368,6,0.0,6.0,,,,"(50.827758, 3.2690368)",,Amber Ameel,50.82985622734787,3.253740568438496,1.10269431637766,Amber Ameel,50.82985622734787,3.253740568438496,1.10269431637766
1579,1636,2019-03-27,1178148,1,Nederlands,NL,Slagerij - Traiteur Brouckaert,False,1600.0,"Henri Pirennelaan 5, 9050 Gentbrugge, België BE",BE,9050,51.0356574,3.7590295,6,0.0,6.0,,,,"(51.0356574, 3.7590295)",,Jonas Snoeck,50.88621451431353,3.4145345242630243,29.362906657254626,Jonas Snoeck,50.88621451431353,3.4145345242630243,29.362906657254626
1612,1669,2019-05-08,1178247,1,Nederlands,NL,A.Z. Sint-Lucas,True,1661.0,"Sint-Lucaslaan 29, 8310 Assebroek, België BE",BE,8310,51.1866132,3.2491991,6,5.0,5.0,,,,"(51.1866132, 3.2491991)",,Laura Vancoppernolle,51.33651705578859,3.232179111327944,16.71955777823944,Laura Vancoppernolle,51.33651705578859,3.232179111327944,16.71955777823944
1694,1751,,1178423,2,Frans,FR,Chez Jean-Luc,False,,"Quai du Roi-Albert 8, 4020 Liège, België BE",BE,4020,50.6425086,5.5925813,6,0.0,6.0,,,,"(50.6425086, 5.5925813)",,Quentin Henry,50.65878640145665,5.536689070279546,4.347902623422,Quentin Henry,50.65878640145665,5.536689070279546,4.347902623422
1745,1802,2019-10-16,1178559,1,Nederlands,NL,Groenten en Fruit Lode & Heidi,False,1801.0,"Westkerksestraat 23A, 8460 Oudenburg, België BE",BE,8460,51.1795042,3.0050176,6,0.0,6.0,,,,"(51.1795042, 3.0050176)",,Kenny Roosens,51.22759304598847,2.9667065396226504,5.982618200167447,Kenny Roosens,51.22759304598847,2.9667065396226504,5.982618200167447
1825,1882,2020-01-20,1178744,1,Nederlands,NL,Toverbroodje,False,1897.0,"Hundelgemsesteenweg 101, 9820 Merelbeke, België BE",BE,9820,51.0122863,3.7520127,6,0.0,6.0,,,,"(51.0122863, 3.7520127)",,Jonas Snoeck,50.88621451431353,3.4145345242630243,27.552713333775166,Jonas Snoeck,50.88621451431353,3.4145345242630243,27.552713333775166
1830,1887,2020-01-24,1178751,1,Nederlands,NL,AD Delhaize Berlaar,True,1903.0,"Markt 10, 2590 Berlaar, België BE",BE,2590,51.1178264,4.6595958,6,1.5,1.5,,,,"(51.1178264, 4.6595958)",,Sophie Van Damme,51.13190685784751,4.486214997289168,12.238889597060801,Mélani Van de Vel,51.20263778593167,4.752847597292723,11.470930379995249
1833,1890,2020-01-27,1178756,2,Frans,FR,Cyril Chocolat,False,1906.0,"Samrée 63, 6982 Samrée, België BE",BE,6982,50.2100706,5.6414013,6,0.0,6.0,,,,"(50.2100706, 5.6414013)",,Quentin Henry,50.65878640145665,5.536689070279546,50.4653531786776,Quentin Henry,50.65878640145665,5.536689070279546,50.4653531786776
1835,1892,2020-01-24,1178759,1,Nederlands,NL,AD Delhaize Bloemmolens,True,1908.0,"Hoogveldweg 6, 2500 Lier, België BE",BE,2500,51.1257809,4.5797153,6,1.0,1.0,,,,"(51.1257809, 4.5797153)",,Sophie Van Damme,51.13190685784751,4.486214997289168,6.580693926334899,Sophie Van Damme,51.13190685784751,4.486214997289168,6.580693926334899
1849,1906,2020-02-12,1178788,2,Frans,FR,Carrefour Market Cinquantenaire Districam,True,1923.0,"Tongerenstraat 42, 1040 Etterbeek, België BE",BE,1040,50.8404019,4.4000962,6,2.833333,2.833333,,,,"(50.8404019, 4.4000962)",,Quentin Henry,50.65878640145665,5.536689070279546,82.71911563321461,KesselLo,50.887557225781265,4.745107232141418,24.849703745942357
1876,1933,2020-04-14,1178887,8,frans,FR,Carrefour Market Charles Quint,True,1958.0,"Keizer Karellaan 33/3, 1083 Ganshoren, België BE",BE,1083,50.8677352,4.3138541,6,17.5,17.5,,,,"(50.8677352, 4.3138541)",,Quentin Henry,50.65878640145665,5.536689070279546,89.35140498629266,Sophie Van Damme,51.13190685784751,4.486214997289168,31.781845703550825
1895,1952,2020-06-17,1178909,1,Nederlands,NL,AZ Turnhout Campus Sint-Jozef,True,1986.0,"Steenweg op Merksplas 44, 2300 Turnhout, België BE",BE,2300,51.3349702,4.9203871,6,7.333333,7.333333,,,,"(51.3349702, 4.9203871)",,Mélani Van de Vel,51.20263778593167,4.752847597292723,18.800828864307025,Mélani Van de Vel,51.20263778593167,4.752847597292723,18.800828864307025
1902,1959,2020-07-02,1178930,1,Nederlands,NL,Gomad,True,1996.0,"Bijkhoevelaan 30, 2110 Wijnegem, België BE",BE,2110,51.2306796,4.4961507,6,20.25,20.25,,,,"(51.2306796, 4.4961507)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,10.118057785680774,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,10.118057785680774
1925,1982,2020-09-14,900614,1,Nederlands,NL,Slagerij - Traiteur Catteeu,False,738.0,"Betferkerklaan 169 A, 8200 Sint-michiels, België BE",BE,8200,51.1853954,3.1848807,6,0.0,6.0,,,,"(51.1853954, 3.1848807)",,Céline Deleersnijder-Vanrobaeys,50.98840988955229,3.200717897282015,21.94270208890657,Céline Deleersnijder-Vanrobaeys,50.98840988955229,3.200717897282015,21.94270208890657
1927,1984,2020-09-14,1178983,1,Nederlands,NL,Croqino's Atelier,False,2025.0,"Odilon Vanderlindenstraat 2, 9050 Gent, België BE",BE,9050,51.0448728,3.7555529,6,0.0,6.0,,,,"(51.0448728, 3.7555529)",,Jonas Snoeck,50.88621451431353,3.4145345242630243,29.756381902503882,Jonas Snoeck,50.88621451431353,3.4145345242630243,29.756381902503882
1983,2040,2020-11-23,1179089,1,Nederlands,NL,Zevenbergen,False,2088.0,"Boerenkrijglaan 25, 2520 Ranst, België BE",BE,2520,51.1983031,4.5521884,6,2.5,8.5,,,,"(51.1983031, 4.5521884)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,13.655913719625785,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,13.655913719625785
1984,2041,2020-11-23,1179090,1,Nederlands,NL,Monnikenheide-Spectrum,False,2091.0,"Monnikendreef 3, 2980 Zoersel, België BE",BE,2980,51.260706,4.6966957,6,0.0,6.0,,,,"(51.260706, 4.6966957)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,13.679468026261102,Mélani Van de Vel,51.20263778593167,4.752847597292723,7.557606158526224
1985,2042,2020-11-23,1179091,1,Nederlands,NL,Klavier,False,2092.0,"Zwart Goor 1, 2330 Merksplas, België BE",BE,2330,51.3821231,4.8868721,6,0.0,6.0,,,,"(51.3821231, 4.8868721)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,26.161329520714247,Mélani Van de Vel,51.20263778593167,4.752847597292723,22.0486046524536
1999,2056,2020-12-02,1179131,1,Nederlands,NL,PZ Bethanie - Elim,False,2110.0,"Jagersdreef 100, 2950 Kapellen, België BE",BE,2950,51.3034076,4.4562329,6,0.0,6.0,,,,"(51.3034076, 4.4562329)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,5.116075285096719,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,5.116075285096719
2000,2057,2020-11-20,1179134,1,Nederlands,NL,AD Delhaize Zottegem,True,2111.0,"Langestraat 53, 9620 Zottegem, België BE",BE,9620,50.8621164,3.8401119,6,1.483333,1.483333,,,,"(50.8621164, 3.8401119)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,39.16749435186734,Amelie Duquenoy,50.82891933697963,3.286472739602788,39.16749435186734
2001,2058,2020-11-23,1179135,1,Nederlands,NL,AD Delhaize Geraardsbergen,True,2112.0,"Astridlaan 72, 9500 Geraardsbergen, België BE",BE,9500,50.774857,3.8688615,6,3.516666,3.516666,,,,"(50.774857, 3.8688615)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,41.49423113872661,Amelie Duquenoy,50.82891933697963,3.286472739602788,41.49423113872661
2016,2073,2021-01-14,1181970,2,Frans,FR,Traiteur Géraldine Jambes,False,2129.0,"Avenue de la Dame 15, 5100 Jambes, België BE",BE,5100,50.4541869,4.8762368,6,0.0,6.0,,,,"(50.4541869, 4.8762368)",,Quentin Henry,50.65878640145665,5.536689070279546,52.04301287069309,Quentin Henry,50.65878640145665,5.536689070279546,52.04301287069309
2094,2151,2021-04-14,1179325,1,Nederlands,NL,'t Zwarthof,True,2227.0,"Geleg 155, 2980 Zoersel, België BE",BE,2980,51.2761406,4.6768461,6,1.25,1.25,,,,"(51.2761406, 4.6768461)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,11.668255812263153,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,11.668255812263153
2126,2183,2021-06-10,1179410,1,Nederlands,NL,Bavet Maastricht,True,2269.0,"Markt 7, 6611 CH Maastricht, Nederland NL",NL,6611,50.8511251,5.6903138,6,2.0,2.0,,,,"(50.8511251, 5.6903138)",,Nina Jansen,51.705147996454535,5.299825112345236,98.84240833199559,Nina Jansen,51.705147996454535,5.299825112345236,98.84240833199559
2129,2186,2021-06-10,1179388,1,Nederlands,NL,Bavet Brussel Boondael,True,2272.0,"Boondaalse Steenweg 413, 1050 Elsene, België BE",BE,1050,50.8173095,4.3883133,6,1.5,1.5,,,,"(50.8173095, 4.3883133)",,Amelie Duquenoy,50.82891933697963,3.286472739602788,77.6503906913697,KesselLo,50.887557225781265,4.745107232141418,26.312690364444094
2130,2187,2021-06-10,1179389,1,Nederlands,NL,Bavet Brugge,True,2273.0,"Simon Stevinplein 5, 8000 Brugge, België BE",BE,8000,51.2065103,3.2232128,6,1.0,1.0,,,,"(51.2065103, 3.2232128)",,Laura Vancoppernolle,51.33651705578859,3.232179111327944,14.477231799946448,Laura Vancoppernolle,51.33651705578859,3.232179111327944,14.477231799946448
2135,2192,2021-06-10,1179394,1,Nederlands,NL,Bavet Leuven Kiosk,True,2278.0,"Martelarenplein 16, 3000 Leuven, België BE",BE,3000,50.8813682,4.7156895,6,0.2,0.2,,,,"(50.8813682, 4.7156895)",,Sophie Van Damme,51.13190685784751,4.486214997289168,32.19098499139916,KesselLo,50.887557225781265,4.745107232141418,2.1816708503043256
2139,2196,2021-06-16,1180371,1,Nederlands,NL,Baked By The Sea,True,2284.0,"Kalvekeetdijk 155, 8300 Knokke-Heist, België BE",BE,8300,51.3246892,3.2979952,6,0.75,0.75,,,,"(51.3246892, 3.2979952)",,Laura Vancoppernolle,51.33651705578859,3.232179111327944,4.772236591363554,Laura Vancoppernolle,51.33651705578859,3.232179111327944,4.772236591363554
2157,2214,2021-03-12,1179451,2,Frans,FR,Bâtonnets glacés Toret,False,2304.0,"Waverse steenweg 1322/A, 1160 Oudergem, België BE",BE,1160,50.8199921,4.4122464,6,4.5,10.5,,,,"(50.8199921, 4.4122464)",,Quentin Henry,50.65878640145665,5.536689070279546,81.37432569497958,KesselLo,50.887557225781265,4.745107232141418,24.615042993412285
2194,2251,2021-10-06,1179523,1,Nederlands,NL,Visbedrijf Quisquater & Co,True,2346.0,"Vlassenhout 12, 9200 Dendermonde, België BE",BE,9200,51.0320683,4.133048,6,3.25,3.25,,,,"(51.0320683, 4.133048)",,Jonas Snoeck,50.88621451431353,3.4145345242630243,53.025558742711056,Sophie Van Damme,51.13190685784751,4.486214997289168,27.12594385141659
2260,2317,2021-12-14,1179656,1,Nederlands,NL,Hoeveslagerij Puur,False,2459.0,"Kapelstraat 5, 1980 Zemst, België BE",BE,1980,50.9856346,4.4345903,6,9.0,15.0,,,,"(50.9856346, 4.4345903)",,Sophie Van Damme,51.13190685784751,4.486214997289168,16.670347501723427,Sophie Van Damme,51.13190685784751,4.486214997289168,16.670347501723427
2273,2330,2022-01-11,1179685,1,Nederlands,NL,Vis & Dis,True,2474.0,"Hansbrug 2, 3140 Keerbergen, België BE",BE,3140,50.9878036,4.6444668,6,2.5,2.5,,,,"(50.9878036, 4.6444668)",,Sophie Van Damme,51.13190685784751,4.486214997289168,19.496047803281776,KesselLo,50.887557225781265,4.745107232141418,13.206578380070308
2296,2353,2022-02-02,1179725,2,Frans,FR,Panibel,False,2500.0,"Rue des Technologies 24, 4432 Ans, België BE",BE,4432,50.6800491,5.5329774,6,0.0,6.0,,,,"(50.6800491, 5.5329774)",,Quentin Henry,50.65878640145665,5.536689070279546,2.379814015054092,Quentin Henry,50.65878640145665,5.536689070279546,2.379814015054092
2312,2369,2022-02-28,1179766,1,Nederlands,NL,Creation Of Wonder,True,2522.0,"Sint Jansstraat 20 bus 101, 3118 Rotselaar, België BE",BE,3118,50.971637,4.6956687,6,7.5,7.5,,,,"(50.971637, 4.6956687)",,Sophie Van Damme,51.13190685784751,4.486214997289168,23.09992415031916,KesselLo,50.887557225781265,4.745107232141418,9.978514813120327
2334,2391,2022-03-16,1179808,1,Nederlands,NL,Maison Millie,True,2546.0,"Foksveldstraat 27, 1745 Opwijk, België BE",BE,1745,50.9768167,4.1842985,6,1.5,1.5,,,,"(50.9768167, 4.1842985)",,Amber Ameel,50.82985622734787,3.253740568438496,67.46886919071584,Sophie Van Damme,51.13190685784751,4.486214997289168,27.309637067187044
2354,2411,2022-04-13,1179855,1,Nederlands,NL,Restaurant Mykene,True,2570.0,"Muntstraat 44, 3000 Leuven, België BE",BE,3000,50.8779345,4.703245,6,0.5,0.5,,,,"(50.8779345, 4.703245)",,Sophie Van Damme,51.13190685784751,4.486214997289168,32.09895700104547,KesselLo,50.887557225781265,4.745107232141418,3.1344940293900994
2371,2428,2022-05-18,1179892,1,Nederlands,NL,Villa Doria,True,2592.0,"Bredabaan 1293, 2900 Schoten, België BE",BE,2900,51.2672996,4.4633,6,3.0,3.0,,,,"(51.2672996, 4.4633)",,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,7.248811551319653,Lore Van Minnebruggen,51.31983717125415,4.524763681955975,7.248811551319653
2373,2430,2022-05-19,1179896,2,Frans,FR,LeIm Meat,True,2594.0,"Ropsy Chaudronstraat 24/28, 1070 Anderlecht, België BE",BE,1070,50.8432295,4.328514,6,30.0,30.0,,,,"(50.8432295, 4.328514)",,Quentin Henry,50.65878640145665,5.536689070279546,87.69709616082122,KesselLo,50.887557225781265,4.745107232141418,29.74005096911876
2381,2438,2022-05-19,1179920,2,Frans,FR,Italia Autentica,True,2607.0,"Tanganikastraat 19, 1190 Vorst, België BE",BE,1190,50.8125885,4.3218906,6,0.5,0.5,,,,"(50.8125885, 4.3218906)",,Quentin Henry,50.65878640145665,5.536689070279546,87.44858553127865,KesselLo,50.887557225781265,4.745107232141418,30.949272856156384
2394,2451,2022-06-08,900341,1,Nederlands,NL,Amor Por La Comida,False,593.0,"Liersesteenweg 5, 2547 Lint, België BE",BE,2547,51.127442,4.4972734,6,13.0,19.0,,,,"(51.127442, 4.4972734)",,Sophie Van Damme,51.13190685784751,4.486214997289168,0.9197680983156449,Sophie Van Damme,51.13190685784751,4.486214997289168,0.9197680983156449
2415,2472,2022-07-07,1179977,1,Nederlands,NL,Restaurant KomEET,True,2643.0,"Mechelsesteenweg 128-136, 2018 Antwerpen, België BE",BE,2018,51.2067512,4.4096709,6,2.166666,2.166666,,,,"(51.2067512, 4.4096709)",,Morgane Van Deun,51.17629349088398,4.395459826127067,3.5311156799435413,Morgane Van Deun,51.17629349088398,4.395459826127067,3.5311156799435413
